date,avgterrornegemo,avgterrornousnegemo,avgterrornodronenegemo,avgusnegemo,avgdronenegemo,avgusnodronenegemo,avgusnoterrornegemo,avgterrorposemo,avgterrornousposemo,avgterrornodroneposemo,avgusposemo,avgdroneposemo,avgusnodroneposemo,avgusnoterrorposemo,avgterroranger,avgterrornousanger,avgterrornodroneanger,avgusanger,avgdroneanger,avgusnoterroranger,topterrornegemo,topterrornousnegemo,topterrornodronenegemo,topusnegemo,topusnodronenegemo,topusnoterrornegemo,topterrorposemo,topterrornousposemo,topterrornodroneposemo,topusposemo,topusnodroneposemo,topusnoterrorposemo,topterroranger,topterrornousanger,topterrornodroneanger,topusanger,topusnodroneanger,topusnoterroranger,senavgterrornegemo,senavgterrornousnegemo,senavgterrornodronenegemo,senavgterrorposemo,senavgterrornousposemo,senavgterrornodroneposemo,senavgterroranger,senavgterrornousanger,senavgterrornodroneanger,senavgusnegemo,senavgusnodronenegemo,senavgusnoterrornegemo,senavgusposemo,senavgusnodroneposemo,senavgusnoterrorposemo,senavgusanger,senavgusnodroneanger,senavgusnoterroranger,numdrone,numus,numterror,avgusnodroneanger
17436,-0.84125483,-0.5973689,-0.75605148,0.86350721,-0.69473714,1.2252713,1.1358051,-0.77945006,-0.56245095,-0.70972836,-0.78067929,-0.6445893,-0.47349638,-0.53557122,-0.78633791,-0.55275965,-0.70006889,2.0561321,-0.65418363,2.3388317,-0.68841386,-0.47929955,-0.61272794,0.6471836,0.97389519,0.89713472,-0.64766002,-0.45283544,-0.59058928,-0.53639847,-0.30020764,-0.3384077,-0.62090892,-0.43193236,-0.54730368,1.5203156,1.9368572,1.7882868,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,2.3739352,2.8318756,2.655309,-0.6218698,-0.44777599,-0.48474506,3.0142405,3.7010489,3.3809662,-0.6422737,-0.5996555,-0.8545672,2.474782
17437,-0.84125483,-0.5973689,-0.75605148,-0.67179209,-0.69473714,-0.27560812,-0.38321775,-0.77945006,-0.56245095,-0.70972836,-0.47073564,-0.6445893,-0.18071681,-0.23794857,-0.78633791,-0.55275965,-0.70006889,-1.4038218,-0.65418363,-1.18839,-0.68841386,-0.47929955,-0.61272794,-1.5857908,-1.2692087,-1.3503742,-0.64766002,-0.45283544,-0.59058928,-0.81060719,-0.5652011,-0.60468453,-0.62090892,-0.43193236,-0.54730368,-1.2771091,-1.0469011,-1.1095566,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.12519455,0.47864056,0.35191917,0.57911623,0.74378902,0.7203089,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.117052,-0.8545672,-1.083795
17438,-0.84125483,-0.5973689,-0.75605148,0.92586917,0.67220914,0.37467623,1.197506,-0.77945006,-0.56245095,-0.70972836,0.40119395,-0.6445893,0.64292705,0.59931982,-0.78633791,-0.55275965,-0.70006889,0.88181764,0.23809139,1.1416866,-0.68841386,-0.47929955,-0.61272794,0.83460343,0.19699277,1.0857745,-0.64766002,-0.45283544,-0.59058928,-0.35446316,-0.12438656,-0.16173507,-0.62090892,-0.43193236,-0.54730368,0.89982134,0.65387827,1.1455187,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.034331497,0.31170166,0.18851632,0.53356993,0.69859999,0.67460835,0.32159236,0.72838986,0.54438388,-0.0617741,-0.5996555,-0.8545672,0.6839249
17439,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,-2.5960636,-0.6445893,-2.1883483,-2.27879,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.634448,-0.8545672,-1.389213
17440,-0.84125483,-0.5973689,-0.75605148,-0.2352563,-0.69473714,0.151141,0.048690137,-0.77945006,-0.56245095,-0.70972836,-0.014335025,-0.6445893,0.25040925,0.20030908,-0.78633791,-0.55275965,-0.70006889,-0.33749011,-0.65418363,-0.10132677,-0.68841386,-0.47929955,-0.61272794,-0.20194337,0.12091631,0.042480707,-0.64766002,-0.45283544,-0.59058928,0.051191665,0.26763555,0.23218568,-0.62090892,-0.43193236,-0.54730368,-0.32383543,-0.030130865,-0.12206342,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.006864,-0.70602232,-0.80765057,-0.88076496,-0.70464027,-0.74451715,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-0.5996555,-0.8545672,0.0129316
17441,-0.84125483,-0.5973689,-0.75605148,-0.81908572,-0.69473714,-0.41959959,-0.52894986,-0.77945006,-0.56245095,-0.70972836,-0.042945247,-0.6445893,0.2233834,0.17283618,-0.78633791,-0.55275965,-0.70006889,-0.91249931,-0.65418363,-0.6875152,-0.68841386,-0.47929955,-0.61272794,-0.43526205,-0.11346081,-0.19235669,-0.64766002,-0.45283544,-0.59058928,-0.18732643,0.03713325,0.000567006,-0.62090892,-0.43193236,-0.54730368,-0.75483072,-0.48983428,-0.56853002,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.60439694,-0.28485349,-0.39540282,-0.047026556,0.12255795,0.092045262,-0.94965369,-0.67505413,-0.79481608,-0.6422737,-0.3409573,-0.8545672,-0.5784679
17442,-0.84125483,-0.5973689,-0.75605148,-0.69317347,-0.69473714,-0.29651013,-0.40437242,-0.77945006,-0.56245095,-0.70972836,0.46386388,-0.6445893,0.70212644,0.65949851,-0.78633791,-0.55275965,-0.70006889,-0.36178622,-0.65418363,-0.12609525,-0.68841386,-0.47929955,-0.61272794,-0.78715247,-0.46694753,-0.54653758,-0.64766002,-0.45283544,-0.59058928,0.9965589,1.1812321,1.150207,-0.62090892,-0.43193236,-0.54730368,-0.81029385,-0.5489918,-0.62598413,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.12159042,0.220388,0.099136837,1.1918348,1.3517011,1.3351028,-0.58611798,-0.27371401,-0.41184771,-0.6422737,-0.3409573,-0.8545672,-0.012057
17443,-0.84125483,-0.5973689,-0.75605148,-0.27980077,-0.69473714,0.10759515,0.004617883,-0.77945006,-0.56245095,-0.70972836,1.2050037,-0.6445893,1.4022235,1.3711764,-0.78633791,-0.55275965,-0.70006889,-0.54895675,-0.65418363,-0.31690472,-0.68841386,-0.47929955,-0.61272794,-0.23636745,0.086336061,0.007832552,-0.64766002,-0.45283544,-0.59058928,0.98611289,1.1711372,1.1400632,-0.62090892,-0.43193236,-0.54730368,-0.48675859,-0.20390616,-0.29083499,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,1.5436311,1.9629889,1.8048265,2.3482332,2.4990284,2.4954183,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.37575,-0.8545672,-0.2045628
17444,-0.84125483,-0.5973689,-0.75605148,-1.5864384,-0.69473714,-1.169749,-1.2881675,-0.77945006,-0.56245095,-0.70972836,1.7465538,-0.6445893,1.9137836,1.8911985,-0.78633791,-0.55275965,-0.70006889,-1.0528772,-0.65418363,-0.83062232,-0.68841386,-0.47929955,-0.61272794,-1.0441854,-0.72514647,-0.80524361,-0.64766002,-0.45283544,-0.59058928,1.1219116,1.3023721,1.2719337,-0.62090892,-0.43193236,-0.54730368,-0.97206157,-0.72153467,-0.79355878,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.12795,-0.83273494,-0.93167925,-0.31742823,-0.14572261,-0.17927232,-0.49692753,-0.17524856,-0.31788963,-0.6422737,-0.5996555,-0.8545672,-0.7228472
17445,-0.84125483,-0.5973689,-0.75605148,1.2287717,-0.69473714,1.5823469,1.4971973,-0.77945006,-0.56245095,-0.70972836,0.6055522,-0.6445893,0.83596838,0.7955544,-0.78633791,-0.55275965,-0.70006889,1.9166542,-0.65418363,2.1966422,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,1.0823509,1.4802738,1.3323362,0.06612014,0.23481707,0.2055752,2.7489274,3.4081454,3.1014709,-0.6422737,-1.37575,-0.8545672,2.331329
17446,-0.84125483,-0.5973689,-0.75605148,0.43291077,-0.69473714,0.80432844,0.70977366,-0.77945006,-0.56245095,-0.70972836,-0.014335025,-0.6445893,0.25040925,0.20030908,-0.78633791,-0.55275965,-0.70006889,1.1202799,-0.65418363,1.3847849,-0.68841386,-0.47929955,-0.61272794,0.31441769,0.63961977,0.56220281,-0.64766002,-0.45283544,-0.59058928,0.051191665,0.26763555,0.23218568,-0.62090892,-0.43193236,-0.54730368,0.79929429,1.1678094,1.041383,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.14057054,0.49473104,0.36766884,2.8012998,2.9485407,2.9500191,0.88891143,1.354705,1.1420287,-0.6422737,-0.5996555,-0.8545672,1.512254
17447,-0.84125483,-0.5973689,-0.75605148,-0.38076827,-0.69473714,0.008891241,-0.095279209,-0.77945006,-0.56245095,-0.70972836,-0.016605671,-0.6445893,0.24826434,0.1981287,-0.78633791,-0.55275965,-0.70006889,0.089942478,-0.65418363,0.33441588,-0.68841386,-0.47929955,-0.61272794,-0.17440414,0.14858046,0.070199184,-0.64766002,-0.45283544,-0.59058928,0.090364367,0.30549178,0.27022526,-0.62090892,-0.43193236,-0.54730368,0.26546103,0.59841806,0.4883869,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.48343906,-0.15827499,-0.27150545,-0.42450219,-0.25195661,-0.28670895,0.090148754,0.47287825,0.30056852,-0.6422737,-0.0822592,-0.8545672,0.4525479
17448,-0.84125483,-0.5973689,-0.75605148,0.62593669,-0.69473714,0.99302691,0.9007532,-0.77945006,-0.56245095,-0.70972836,-0.71255988,-0.6445893,-0.40914926,-0.47015971,-0.78633791,-0.55275965,-0.70006889,0.90431398,-0.65418363,1.1646203,-0.68841386,-0.47929955,-0.61272794,0.46358854,0.78946728,0.71234465,-0.64766002,-0.45283544,-0.59058928,-0.48416832,-0.24973275,-0.28768834,-0.62090892,-0.43193236,-0.54730368,0.63290471,0.99033678,0.86902058,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,3.5213697,4.0326285,3.8306282,-0.48523074,-0.3122088,-0.3476432,1.0695503,1.5541285,1.3323234,-0.6422737,-0.5996555,-0.8545672,1.290133
17449,1.6414353,-0.5973689,1.9403884,1.6896584,-0.69473714,2.032901,0.063380793,2.0292735,-0.56245095,2.3035676,1.7090882,-0.6445893,1.8783927,0.19638452,1.4058268,-0.55275965,1.7179009,1.7618787,-0.65418363,0.47568828,1.1351627,-0.47929955,1.3397956,1.2856351,1.615243,0.05403002,1.5281312,-0.45283544,1.7503482,1.3726168,1.544652,0.22914261,0.86885196,-0.43193236,1.0662686,1.2936101,1.6950511,0.32966986,0.71465039,-0.5021047,0.88882673,3.8427193,-0.40780011,4.1930785,1.3941169,-0.44336307,1.6494663,0.36275384,0.72723871,-0.30405477,2.1334462,2.2859261,0.95987654,1.35575,1.8700904,0.27559245,-0.6422737,-0.3409573,0.4052339,2.172142
17450,-0.84125483,-0.5973689,-0.75605148,0.10709976,-0.69473714,0.48582178,0.38741672,-0.77945006,-0.56245095,-0.70972836,0.29414886,-0.6445893,0.54180992,0.49653003,-0.78633791,-0.55275965,-0.70006889,-0.44354478,-0.65418363,-0.20944333,-0.68841386,-0.47929955,-0.61272794,-0.047264524,0.27629682,0.19816637,-0.64766002,-0.45283544,-0.59058928,0.40740198,0.61187482,0.57809216,-0.62090892,-0.43193236,-0.54730368,-0.49507806,-0.21277976,-0.29945308,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.38164437,0.74700701,0.61460119,0.47158551,0.63710183,0.61241394,0.48932853,0.91356909,0.72108626,-0.6422737,0.176439,-0.8545672,-0.0961461
17451,-0.84125483,-0.5973689,-0.75605148,-0.32137573,-0.69473714,0.066952281,-0.036516298,-0.77945006,-0.56245095,-0.70972836,2.0122197,-0.6445893,2.1647375,2.1463037,-0.78633791,-0.55275965,-0.70006889,-0.80091697,-0.65418363,-0.57376349,-0.68841386,-0.47929955,-0.61272794,-1.0992639,-0.78047484,-0.86068064,-0.64766002,-0.45283544,-0.59058928,1.6494368,1.8121691,1.7841996,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.015640566,0.36399582,0.23970281,1.5451788,1.7022734,1.6896436,-0.36991578,-0.035028782,-0.18408854,-0.6422737,-0.5996555,-0.8545672,-0.4637049
17452,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,-2.5960636,-0.6445893,-2.1883483,-2.27879,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.634448,-0.8545672,-1.389213
17453,-0.84125483,-0.5973689,-0.75605148,0.82886147,-0.69473714,1.1914023,1.1015267,-0.77945006,-0.56245095,-0.70972836,2.4811089,-0.6445893,2.6076605,2.5965536,-0.78633791,-0.55275965,-0.70006889,0.61485958,-0.65418363,0.86953831,-0.68841386,-0.47929955,-0.61272794,0.7091468,1.0361395,0.95950127,-0.64766002,-0.45283544,-0.59058928,-0.3405351,-0.11092658,-0.14820991,-0.62090892,-0.43193236,-0.54730368,0.026275981,0.34330112,0.24061587,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.68513751,1.0646029,0.92546988,2.7733326,2.9207931,2.9219575,0.68663347,1.131392,0.92893809,-0.6422737,-0.8583537,-0.8545672,0.9924275
17454,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,-2.5960636,-0.6445893,-2.1883483,-2.27879,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.634448,-0.8545672,-1.389213
17455,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,-2.5960636,-0.6445893,-2.1883483,-2.27879,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.634448,-0.8545672,-1.389213
17456,0.4916985,1.091403,0.69166386,-0.71534663,-0.69473714,-0.31818622,-0.42631057,1.2879595,2.2261968,1.5082604,1.8816574,-0.6445893,2.0414054,2.0209315,0.1913881,0.65915692,0.37836835,-1.3588289,-0.65418363,-1.1425223,0.7802003,1.340557,0.95973337,-0.57142836,-0.25024477,-0.32940927,1.7546331,2.7562518,1.9940419,0.34368098,0.55029523,0.51621437,0.3757621,0.76014245,0.53219891,-1.0968537,-0.85463911,-0.92283058,3.8794954,5.4665189,4.2787337,-0.5589726,-0.40780011,-0.50744992,5.9088578,7.9194078,6.5836325,-0.40399635,-0.075140744,-0.19013213,3.1281152,3.2727926,3.2779417,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.117052,-0.2246667,-1.03752
17457,-0.84125483,-0.5973689,-0.75605148,0.48280036,-0.69473714,0.85309958,0.75913435,-0.77945006,-0.56245095,-0.70972836,0.7118187,-0.6445893,0.93634999,0.89759654,-0.78633791,-0.55275965,-0.70006889,0.15293248,-0.65418363,0.39863053,-0.68841386,-0.47929955,-0.61272794,-0.022173272,0.3015019,0.22342095,-0.64766002,-0.45283544,-0.59058928,0.57523519,0.7740677,0.74107057,-0.62090892,-0.43193236,-0.54730368,-0.27414963,0.022864472,-0.070594043,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,1.3329799,1.7425491,1.5890561,0.22529274,0.39274105,0.36528695,0.046118122,0.42426884,0.25418428,-0.6422737,-0.3409573,-0.8545672,0.5173334
17458,-0.84125483,-0.5973689,-0.75605148,0.48636395,-0.69473714,0.8565833,0.76266015,-0.77945006,-0.56245095,-0.70972836,2.6559489,-0.6445893,2.7728181,2.7644432,-0.78633791,-0.55275965,-0.70006889,0.77383459,-0.65418363,1.0316041,-0.68841386,-0.47929955,-0.61272794,0.35572639,0.68111587,0.60378039,-0.64766002,-0.45283544,-0.59058928,2.0986171,2.2462537,2.2203867,-0.62090892,-0.43193236,-0.54730368,0.53237766,0.88311374,0.76488495,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,3.0274155,3.5157216,3.3246698,2.5208299,2.6702712,2.6685994,4.9899783,5.8822451,5.462316,-0.6422737,-1.117052,-0.8545672,1.155934
17459,-0.84125483,-0.5973689,-0.75605148,2.58462,-0.69473714,2.9077988,2.8386717,-0.77945006,-0.56245095,-0.70972836,0.51213133,-0.6445893,0.74772096,0.7058472,-0.78633791,-0.55275965,-0.70006889,1.6158446,-0.65418363,1.8899843,-0.68841386,-0.47929955,-0.61272794,2.0861092,2.4193482,2.3454263,-0.64766002,-0.45283544,-0.59058928,0.2514075,0.46112281,0.42661002,-0.62090892,-0.43193236,-0.54730368,1.2395334,1.6373724,1.4974253,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.83084339,1.2170794,1.0747167,-0.50098354,-0.327838,-0.36344934,0.13934064,0.52718568,0.35238996,-0.6422737,0.176439,-0.8545672,2.021945
17460,-0.84125483,-0.5973689,-0.75605148,-0.8232432,-0.69473714,-0.42366385,-0.53306323,-0.77945006,-0.56245095,-0.70972836,1.1028244,-0.6445893,1.3057027,1.273059,-0.78633791,-0.55275965,-0.70006889,-0.78741914,-0.65418363,-0.56000322,-0.68841386,-0.47929955,-0.61272794,-0.65863597,-0.33784804,-0.41718459,-0.64766002,-0.45283544,-0.59058928,0.80852997,0.99952227,0.96761703,-0.62090892,-0.43193236,-0.54730368,-0.61617267,-0.34194037,-0.42489463,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.24435857,0.60334188,0.47397912,0.61986828,0.78422135,0.76119894,-0.6098268,-0.29988831,-0.43682384,-0.6422737,-0.5996555,-0.8545672,-0.4498223
17461,-0.19279097,0.22419591,-0.051757473,0.67217797,-0.69473714,1.0382316,0.94650429,0.15088427,0.69244057,0.28836662,0.062542655,-0.6445893,0.32302958,0.2741307,-0.18720506,0.18988097,-0.039222024,0.25063145,-0.65418363,0.49822894,-0.13272199,0.20929483,-0.017742559,0.34348676,0.66882068,0.59146112,0.19314261,0.67034513,0.31403169,0.042486634,0.25922307,0.22373244,-0.14588735,0.13622028,-0.032803893,0.026275981,0.34330112,0.24061587,-0.69643229,-0.5021047,-0.6226024,0.48062021,0.97935307,0.60272211,-0.61883265,-0.44336307,-0.55048877,-0.27183589,0.063160934,-0.054759908,-0.56125546,-0.38763711,-0.42392537,-0.47192836,-0.14764972,-0.29155415,-0.6422737,-0.0822592,-0.2246667,0.6178172
17462,0.051154934,0.53326076,0.2131912,0.057549179,-0.69473714,0.43738207,0.33839145,-0.28770193,0.10084885,-0.18216388,0.25133088,-0.6445893,0.5013631,0.45541418,0.2428474,0.72294205,0.43512821,-0.25020388,-0.65418363,-0.01234354,0.13094814,0.53602588,0.26457196,-0.49799031,-0.1764736,-0.25549322,-0.17149119,0.18325152,-0.078278422,0.18176726,0.39382294,0.3589842,0.25336391,0.6137473,0.3996284,-0.27530512,0.021632023,-0.071791001,-0.69643229,-0.5021047,-0.6226024,0.086136907,0.45298469,0.18145686,-0.61883265,-0.44336307,-0.55048877,0.4457843,0.81412745,0.68029988,-0.43057495,-0.25798175,-0.29280227,-0.55676413,-0.24130762,-0.38092476,-0.6422737,-0.5996555,-0.2246667,0.1027059
17463,-0.84125483,-0.5973689,-0.75605148,0.61900747,-0.69473714,0.98625308,0.89389747,-0.77945006,-0.56245095,-0.70972836,-0.4344053,-0.6445893,-0.14639835,-0.20306243,-0.78633791,-0.55275965,-0.70006889,1.556711,-0.65418363,1.8297009,-0.68841386,-0.47929955,-0.61272794,0.63570863,0.96236819,0.88558507,-0.64766002,-0.45283544,-0.59058928,-0.44499561,-0.21187651,-0.24964876,-0.62090892,-0.43193236,-0.54730368,1.8704271,2.3102894,2.1509662,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-0.35578305,-0.18377654,-0.21775703,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-0.8583537,-0.8545672,1.961126
17464,-0.84125483,-0.5973689,-0.75605148,-0.21149927,-0.69473714,0.17436542,0.072195299,-0.77945006,-0.56245095,-0.70972836,2.0462797,-0.6445893,2.1969111,2.1790094,-0.78633791,-0.55275965,-0.70006889,-0.47246879,-0.65418363,-0.23892969,-0.68841386,-0.47929955,-0.61272794,-0.18358389,0.13935907,0.060959693,-0.64766002,-0.45283544,-0.59058928,1.6311563,1.7945029,1.7664479,-0.62090892,-0.43193236,-0.54730368,-0.42782891,-0.14105125,-0.22978993,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.69742179,-0.38220105,-0.49068838,2.0342028,2.1874614,2.1803241,-0.89489752,-0.61460382,-0.73713297,-0.6422737,-0.5996555,-0.8545672,-0.1258945
17465,-0.84125483,-0.5973689,-0.75605148,-0.45085144,-0.053926673,-0.059620731,-0.16461939,-0.77945006,-0.56245095,-0.70972836,0.58102936,0.2571747,0.81280351,0.77200633,-0.78633791,-0.55275965,-0.70006889,-0.84051079,-0.16130792,-0.61412704,-0.68841386,-0.47929955,-0.61272794,-0.63721651,-0.31633136,-0.39562565,-0.64766002,-0.45283544,-0.59058928,0.60657328,0.80435264,0.7715022,-0.62090892,-0.43193236,-0.54730368,-0.72247714,-0.45532569,-0.53501511,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.19361776,0.55024326,0.42200521,0.14282975,0.31092495,0.28254464,-0.71256518,-0.41331056,-0.54505408,-0.0617741,-0.5996555,-0.8545672,-0.5044273
17466,-0.84125483,-0.5973689,-0.75605148,1.0505937,-0.69473714,1.4081635,1.3209082,-0.77945006,-0.56245095,-0.70972836,-0.70915377,-0.6445893,-0.40593183,-0.46688905,-0.78633791,-0.55275965,-0.70006889,-0.20701072,-0.65418363,0.031689379,-0.68841386,-0.47929955,-0.61272794,0.79176444,1.1191319,1.0426567,-0.64766002,-0.45283544,-0.59058928,-0.48155674,-0.24720895,-0.28515232,-0.62090892,-0.43193236,-0.54730368,-0.22330841,0.077092171,-0.01792779,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.59800673,0.9734233,0.83622164,-1.6502589,-1.468098,-1.5166175,2.0376618,2.6229148,2.352185,-0.6422737,-1.117052,-0.8545672,0.1471303
17467,-0.84125483,-0.5973689,-0.75605148,-0.5173713,-0.69473714,-0.12464929,-0.23043405,-0.77945006,-0.56245095,-0.70972836,2.0496857,-0.6445893,2.2001286,2.1822801,-0.78633791,-0.55275965,-0.70006889,-1.4308176,-0.65418363,-1.2159106,-0.68841386,-0.47929955,-0.61272794,-0.4199625,-0.098091833,-0.17695753,-0.64766002,-0.45283544,-0.59058928,1.633768,1.7970266,1.768984,-0.62090892,-0.43193236,-0.54730368,-1.1661828,-0.92858601,-0.99464828,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,2.9139674,3.0603247,3.0630684,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.37575,-0.8545672,-1.11156
17468,-0.84125483,-0.5973689,-0.75605148,0.87241602,-0.69473714,1.2339804,1.1446195,-0.77945006,-0.56245095,-0.70972836,0.22408313,-0.6445893,0.47562426,0.42924955,-0.78633791,-0.55275965,-0.70006889,1.4712247,-0.65418363,1.7425526,-0.68841386,-0.47929955,-0.61272794,1.7854726,2.117348,2.0428331,-0.64766002,-0.45283544,-0.59058928,-0.71920431,-0.47686994,-0.51592559,-0.62090892,-0.43193236,-0.54730368,2.6053147,3.0941272,2.9122338,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.29144755,0.652619,0.52221245,-0.018979553,0.15038493,0.12018727,0.8945564,1.3609369,1.1479754,-0.6422737,0.4351372,-0.8545672,1.873203
